Year,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2002,Damon Stoudamire,PG,28,POR,3,99,3,0.322,0.182,0.136,1.1,7,3.9,16.8,1.1,0,14.6,12.2,,-0.2,0,-0.1,-0.067,,-6.2,2,-4.2,-0.1
2002,Erick Strickland,PG,28,BOS,12,118,8.4,0.407,0.513,0.231,1.9,10.3,6.2,24.4,2.3,0.7,17.3,20.6,,-0.1,0.2,0,0.016,,-2.4,-1.1,-3.6,0
2002,Bruno Sundov,C,21,IND,1,2,45.9,1,0,0,0,0,0,0,0,0,0,24,,0,0,0,0.426,,15.1,-5.8,9.3,0
2002,Wally Szczerbiak,SF,24,MIN,3,131,16.5,0.578,0.205,0.409,7,10.1,8.5,7.8,0.8,0,13.4,19.6,,0.3,-0.1,0.2,0.066,,-0.7,0.8,0.2,0.1
2002,Jamaal Tinsley,PG,23,IND,5,88,8.1,0.443,0.053,0.158,2.9,10.2,6.8,47,1.2,0,37.1,17.6,,-0.1,0.1,0,0.002,,-3.7,-1.5,-5.1,-0.1
2002,Robert Traylor,PF,24,CHH,8,62,6.9,0.398,0.05,0.3,7.2,22.1,14.5,8.3,1.7,2.4,15,19.2,,-0.1,0.1,0,0.001,,-6.1,0.7,-5.3,-0.1
2002,Gary Trent,PF,27,MIN,3,48,10.3,0.51,0,0.375,10.6,9.2,9.9,3.6,0,0,13.9,19.3,,0,-0.1,0,-0.023,,-4.7,-0.8,-5.5,0
2002,Hedo Turkoglu,SF,22,SAC,16,443,8.7,0.458,0.248,0.226,4.2,15.5,10,8.2,0.7,1.5,13.2,17.3,,-0.1,0.4,0.2,0.024,,-3.2,1.6,-1.6,0
2002,Nick Van Exel,SG,30,DAL,8,264,9.4,0.419,0.337,0.119,2.9,6.8,4.9,17.3,1.5,0,10.1,19.5,,-0.1,-0.1,-0.2,-0.029,,-2.7,1.4,-1.3,0
2002,Keith Van Horn,SF,26,NJN,20,643,14.3,0.507,0.349,0.203,5.4,18.2,11.6,10.8,1.5,1.1,11.8,20.6,,0.5,0.7,1.2,0.09,,0.5,0.4,1,0.5
2002,Antoine Walker,PF,25,BOS,16,703,16,0.51,0.342,0.201,3.7,18.1,11,14.9,1.8,0.7,13.7,26.7,,0.3,1.2,1.4,0.097,,1.4,0.3,1.6,0.7
2002,Samaki Walker,PF,25,LAL,19,240,11.5,0.521,0.019,0.327,15.3,20.3,17.9,2.6,0.4,1.8,16.8,13.5,,0.3,0.3,0.6,0.115,,-2.5,0,-2.5,0
2002,Ben Wallace,C,27,DET,10,408,16.4,0.479,0,0.661,13.4,34.1,23.4,5.4,2.6,4.9,20,11.4,,0.1,1.3,1.4,0.166,,-2.3,5.7,3.4,0.6
2002,Gerald Wallace,SF,19,SAC,5,14,7.7,0.725,0,4,7.9,0,3.8,9.4,0,5.1,42,15,,0,0,0,0.046,,-4.2,1.7,-2.6,0
2002,Rasheed Wallace,PF,27,POR,3,125,21.1,0.5,0.246,0.232,8.6,25.1,16.5,9.3,0.8,1.4,2.6,27.5,,0.3,0.1,0.4,0.156,,2.3,0.9,3.2,0.2
2002,Chris Webber,PF,28,SAC,16,667,22.1,0.523,0.013,0.31,8.1,19.3,13.9,21.6,1.1,2.7,11.3,27,,1.4,0.8,2.2,0.157,,2.2,3.6,5.7,1.3
2002,Bonzi Wells,SG,25,POR,3,106,9,0.423,0.184,0.342,4.1,8.8,6.3,23.6,3,0.8,20.1,22.8,,-0.2,0.1,-0.1,-0.052,,-3.7,3.4,-0.3,0
2002,David Wesley,SG,31,CHH,9,377,10.7,0.51,0.295,0.178,0.9,4.2,2.5,14.8,1.4,0.4,13.1,19,,0.3,0.1,0.4,0.051,,-0.3,-1.8,-2.2,0
2002,Rodney White,SF,21,DET,1,2,-50.4,0,0,0,0,0,0,0,0,0,50,49,,-0.1,0,-0.1,-1.362,,-43.8,-6.3,-50.1,0
2002,Aaron Williams,PF,30,NJN,20,416,10.8,0.559,0.01,0.479,6.2,12.8,9.4,6.1,1,3.1,16.5,14.9,,0.4,0.4,0.8,0.097,,-2.1,1.3,-0.8,0.1
2002,Alvin Williams,PG,27,TOR,5,196,10.1,0.376,0.187,0.147,1.3,13.3,7.4,25.7,1.7,0.9,9.1,21,,-0.1,0.2,0.1,0.021,,-2.2,0.2,-2.1,0
2002,Eric Williams,SF,29,BOS,16,487,12.9,0.6,0.319,0.245,4.2,11.8,8,7.3,2.7,0.7,9.6,11.1,,0.8,0.8,1.6,0.162,,1.3,2,3.3,0.7
2002,Jerome Williams,PF,28,TOR,5,143,14.3,0.47,0,0.364,13.9,14.1,14,8.4,3.5,0.6,9.5,13.9,,0.2,0.2,0.4,0.137,,1,2.6,3.6,0.2
2002,Monty Williams,SF,30,ORL,4,93,17.3,0.541,0.037,0.37,8.8,17.6,13.3,19.1,1.8,0,13.7,19,,0.1,0.1,0.2,0.118,,-0.2,1.5,1.3,0.1
2002,Shammond Williams,SG,26,SEA,3,38,14.2,0.522,0.286,0.214,3,9.6,6.1,14.2,3,0,20.7,24.8,,0,0,0,-0.037,,-3.9,0.6,-3.3,0
2002,Corliss Williamson,SF,28,DET,10,269,15.4,0.517,0.018,0.339,8.1,15.6,11.7,8.9,1.9,0.6,14.6,27.4,,0,0.5,0.5,0.091,,-1,-1,-2,0
2002,Metta World Peace,SF,22,IND,5,167,15.7,0.494,0.241,0.241,4.6,16.1,10.7,17,4.1,1.3,13.1,19.8,,0.1,0.4,0.5,0.139,,1.8,4.5,6.4,0.3
2002,Wang Zhizhi,C,24,DAL,8,44,16.1,0.536,0.375,0.375,12.3,7.2,9.7,10.4,0,1.6,0,18.5,,0.2,0,0.1,0.161,,3.1,0,3.1,0.1
2003,Tariq Abdul-Wahad,SG,28,DAL,8,79,12.6,0.373,0.067,0.267,15.2,15.4,15.3,13,0,0,2.9,19.7,,0.1,0,0.1,0.034,,-3,-0.7,-3.7,0
2003,Courtney Alexander,PG,25,NOH,5,39,14.4,0.507,0.063,0.25,6.3,6.3,6.3,4.9,2.8,0,5.3,22.4,,0.1,0,0.1,0.097,,-1.4,-0.9,-2.2,0
2003,John Amaechi,C,32,UTA,2,16,-2.2,0.347,0,1,0,7.8,3.8,0,0,0,0,16.1,,0,0,0,-0.105,,-10.4,-2.9,-13.3,0
2003,Derek Anderson,PG,28,POR,2,22,-4.1,0.225,0.25,0.25,5.3,0,2.7,0,0,0,18.4,11.2,,-0.1,0,-0.1,-0.197,,-9,-0.3,-9.3,0
2003,Kenny Anderson,PG,32,NOH,5,51,7.7,0.413,0,0.25,0,4.8,2.4,28.2,3.2,0,23.1,15.8,,0,0,0,-0.016,,-6,-0.6,-6.6,-0.1
2003,Darrell Armstrong,PG,34,ORL,7,226,11.5,0.615,0.409,0.5,3.7,5.2,4.5,20.6,1.4,0,24.1,15,,0.3,0.1,0.3,0.069,,-0.1,0.3,0.2,0.1
2003,Carlos Arroyo,PG,23,UTA,3,27,14.1,0.418,0,0.444,9,0,4.5,31.2,0,0,0,17.8,,0.1,0,0,0.05,,-1.2,-2.9,-4.1,0
2003,Chucky Atkins,PG,28,DET,17,312,9.9,0.503,0.538,0.286,0.7,7,3.8,16,3,0,14.9,18.6,,0,0.4,0.4,0.061,,-0.3,-0.7,-1,0.1
2003,Stacey Augmon,SG,34,NOH,4,69,7.7,0.459,0,0.533,1.8,16,8.9,6.9,2.4,0,13.9,14.5,,0,0.1,0,0.03,,-5.3,2,-3.3,0
2003,Jon Barry,SG,33,DET,14,172,19.3,0.604,0.611,0.167,3.3,13.4,8.2,23.8,2.6,0.4,10.8,18.2,,0.5,0.3,0.7,0.202,,4.7,-0.2,4.5,0.3
2003,Tony Battie,C,26,BOS,10,213,13.2,0.564,0.055,0.145,7.1,19.1,13.2,4.4,1,5.2,10.7,14.6,,0.2,0.4,0.6,0.127,,-2.8,2.7,-0.1,0.1
2003,Raja Bell,SG,26,DAL,17,305,13.9,0.593,0.178,0.274,4.6,13.8,9.2,13.3,0.8,0,6.8,12.9,,0.8,0,0.8,0.121,,-0.2,1,0.8,0.2
2003,Jonathan Bender,SF,22,IND,3,34,17.5,0.482,0.6,0.4,9.6,13.5,11.5,0,0,5.4,0,23.9,,0.1,0,0.1,0.117,,-0.3,-4.8,-5.1,0
2003,Mike Bibby,PG,24,SAC,12,404,14.5,0.507,0.289,0.252,2.2,6.2,4.2,22.4,1.8,0.9,10.7,18.2,,0.6,0.1,0.7,0.082,,0.3,0.8,1.1,0.3
2003,Chauncey Billups,PG,26,DET,14,485,17.9,0.549,0.442,0.474,1,10.8,5.7,28.6,1,0.3,12.9,26.2,,1,0.5,1.5,0.144,,4.3,-2.1,2.2,0.5
2003,Mark Blount,C,27,BOS,10,144,13.9,0.587,0,0.455,9.8,18.9,14.4,2.3,4.1,4.4,23.3,11.3,,0.1,0.3,0.4,0.139,,-3.4,5.1,1.7,0.1
2003,Bruce Bowen,SF,31,SAS,24,750,8.9,0.508,0.552,0.29,2.1,7.8,5,8.3,1.4,1.7,8.4,10.9,,0.5,1.1,1.6,0.104,,0.8,1.3,2.1,0.8
2003,Shawn Bradley,C,30,DAL,17,246,7.1,0.443,0.02,0.24,10.2,18.9,14.5,2.8,0.6,4.4,21.3,12.8,,-0.1,0.1,0,0.001,,-6.5,3.1,-3.4,-0.1
2003,J.R. Bremer,PG,22,BOS,10,147,5.1,0.395,0.571,0.143,0,11.6,5.9,14.4,1.1,0,11.8,21.8,,-0.3,0.1,-0.2,-0.063,,-4.7,-2.2,-6.9,-0.2
2003,Kedrick Brown,SF,21,BOS,3,11,12.2,0.307,0,0.5,21.3,0,10.5,0,4.8,0,0,21,,0,0,0,0.007,,-4.8,-2.9,-7.7,0
2003,P.J. Brown,PF,33,NOH,6,193,16.3,0.555,0,0.568,12.7,16.5,14.6,5.2,2,1.2,8.3,14.5,,0.5,0.1,0.6,0.153,,0.4,2.3,2.7,0.2
2003,Kobe Bryant,SG,24,LAL,12,531,22.2,0.531,0.196,0.328,3.3,10.1,6.6,22.8,1.4,0.1,10.4,34,,1.2,0.2,1.5,0.131,,3.4,-1.1,2.3,0.6
2003,Mark Bryant,PF,37,BOS,1,2,0,,,,0,0,0,0,0,0,,0,,0,0,0,0.006,,-6.7,1.1,-5.7,0
2003,Greg Buckner,SG,26,PHI,10,112,4.3,0.397,0.29,0.129,3.4,14.8,9.3,4.5,0.5,1.6,8.4,15.2,,-0.1,0.1,0,0.006,,-5,-0.4,-5.4,-0.1
2003,Pat Burke,C,29,ORL,6,43,12.5,0.672,0,0.6,2.8,27.3,15.2,4.6,1.3,0,24,18.6,,0,0.1,0.1,0.101,,-4.9,0.6,-4.3,0
2003,Sam Cassell,PG,33,MIL,6,217,13.5,0.575,0.253,0.181,1.7,8.7,5.3,13,0.7,0.3,15.9,23.1,,0.2,0,0.1,0.028,,-1.1,0,-1.1,0
2003,Calbert Cheaney,SG,31,UTA,5,122,1.8,0.382,0,0.148,3,4.1,3.5,10.5,0.9,0.6,19.6,13.1,,-0.2,-0.1,-0.3,-0.119,,-7.7,1.1,-6.6,-0.1
2003,Doug Christie,SG,32,SAC,12,381,13.3,0.484,0.242,0.313,4.4,17,10.7,20.4,1.6,0.6,16.3,15.4,,0.3,0.2,0.5,0.067,,-1.3,3,1.8,0.4
2003,Keon Clark,C,27,SAC,12,171,11,0.547,0,0.512,9.1,19.2,14.2,3.4,0.9,3.3,20.6,16.2,,0.1,0.1,0.2,0.05,,-4.5,2.2,-2.3,0
2003,Speedy Claxton,PG,24,SAS,24,326,14.4,0.503,0,0.419,2.4,12.4,7.6,24.6,2.6,1.2,16.2,20.8,,0.2,0.6,0.8,0.117,,-0.8,0.9,0,0.2
2003,Derrick Coleman,C,35,PHI,12,449,18,0.588,0.085,0.398,8.2,17.7,13.1,9.6,0.9,3.2,10.9,16.6,,1.1,0.5,1.6,0.175,,1.6,2.7,4.3,0.7
2003,Bimbo Coles,PG,34,BOS,3,9,-10.2,0,0.5,0,0,12.6,6.4,32.9,0,0,0,21.1,,-0.1,0,-0.1,-0.387,,-12.9,-3.5,-16.4,0
2003,Jason Collins,C,24,NJN,20,529,10.6,0.496,0.022,0.67,10.7,16.6,13.6,5,1.3,1.8,13.3,11.6,,0.6,0.9,1.5,0.136,,-0.8,1.8,1,0.4
2003,Austin Croshere,PF,27,IND,4,46,11.1,0.362,0.316,0.368,18.9,22.5,20.7,12.8,0,2,12,25.1,,-0.1,0,0,-0.033,,-3,-0.6,-3.6,0
2003,Michael Curry,SF,34,DET,15,274,4.7,0.435,0.205,0.159,1.3,5.8,3.5,11,1.4,0.6,9.6,9.2,,0,0.2,0.2,0.042,,-3.2,0.2,-3,-0.1
2003,Antonio Daniels,SG,27,POR,6,98,11.8,0.553,0.263,0.105,3.6,6,4.8,18.4,0.6,0.8,9.1,10.1,,0.2,-0.1,0.1,0.066,,-1,1.1,0.1,0.1
2003,Baron Davis,PG,23,NOH,5,194,21.2,0.55,0.422,0.265,2.5,8.8,5.7,42.1,2,0.8,13.9,25.9,,0.6,0.1,0.6,0.157,,5.7,-0.4,5.2,0.4
2003,Dale Davis,C,33,POR,6,162,16.9,0.635,0,1.083,14.4,20.3,17.3,8.3,1.7,1,22,12.7,,0.3,0,0.4,0.109,,0,4.3,4.3,0.3
2003,Andrew DeClercq,C,29,ORL,7,104,9.3,0.631,0,0.25,9.3,16.9,13.2,3.6,1,4.1,28.8,14.4,,0,0.1,0.1,0.053,,-4.4,3.3,-1,0
2003,Tony Delk,PG,29,BOS,10,368,18.4,0.617,0.43,0.281,1.6,12.9,7.4,18.5,1.7,0.9,9.2,18.2,,1,0.4,1.4,0.183,,3.5,0.6,4.1,0.5
2003,Vlade Divac,C,34,SAC,12,317,19.6,0.602,0,0.571,10.6,13.5,12,13.2,1.3,2.5,12.3,17.9,,0.9,0.1,1.1,0.165,,1.8,3.1,4.8,0.5
2003,Tim Duncan,PF,26,SAS,24,1021,28.4,0.577,0.017,0.563,10.7,28.3,19.8,25.5,0.8,5.8,12.9,26.4,,3.3,2.7,5.9,0.279,,6.3,5.4,11.6,3.5
2003,Evan Eschmeyer,C,27,DAL,5,32,12.6,0.5,0,0,6.8,10.4,8.6,8.9,4.8,2.4,0,8.4,,0.1,0,0.1,0.14,,-1.2,6.1,4.8,0.1
2003,Danny Ferry,SF,36,SAS,16,101,2.7,0.357,0.5,0,3.4,21,12.5,11.1,1,0,15.2,14.9,,-0.2,0.2,0,0.009,,-4.2,-0.3,-4.5,-0.1
2003,Michael Finley,SF,29,DAL,20,822,17.2,0.554,0.379,0.219,3.3,12.1,7.7,11.4,1.6,1.1,8.6,19.8,,1.7,0.2,1.8,0.108,,1.5,1.8,3.3,1.1
2003,Derek Fisher,PG,28,LAL,12,424,14.1,0.685,0.461,0.216,1.3,8.7,4.8,8,2.2,0.2,13.9,13.6,,0.9,0.3,1.1,0.13,,1.9,1.3,3.2,0.6
2003,Jeff Foster,C,26,IND,6,38,21.2,0.589,0,0.182,11.5,12.1,11.8,11.4,0,7.2,0,14.4,,0.1,0,0.2,0.2,,1.4,3,4.3,0.1
2003,Rick Fox,SF,33,LAL,4,79,8.9,0.607,0.556,0.222,2.8,6,4.3,13.2,0.7,0.9,16.8,13.4,,0.1,0,0.1,0.083,,-0.5,-0.9,-1.4,0
2003,Lawrence Funderburke,PF,32,SAC,6,15,19.5,0.461,0,0.5,22.3,36.5,29.5,0,0,0,9.3,31.3,,0,0,0,0.098,,-8.2,-9.9,-18.1,-0.1
2003,Kevin Garnett,PF,26,MIN,6,265,25,0.539,0.065,0.203,5.2,32.5,20.1,23.4,1.9,2.8,10.7,28.7,,0.4,0.4,0.8,0.141,,0.7,5,5.8,0.5
2003,Pat Garrity,PF,26,ORL,7,163,2.5,0.381,0.486,0.114,3,10.1,6.6,5.2,0.7,1.6,12,12.3,,-0.2,0.1,-0.1,-0.036,,-5.1,1.8,-3.3,-0.1
2003,Devean George,SF,25,LAL,11,318,11.9,0.537,0.385,0.115,3.8,14.3,8.8,11.4,1.8,0.9,12.8,13.2,,0.3,0.2,0.6,0.086,,-0.7,2.1,1.3,0.3
2003,Kendall Gill,SG,34,MIN,6,118,8.9,0.467,0.148,0.519,6.3,6.2,6.2,8.7,1.7,0.6,10.8,14.2,,0,0,0,0.018,,-3.4,1,-2.4,0
2003,Manu Ginobili,SG,25,SAS,24,660,15,0.522,0.397,0.402,5,10.1,7.7,17.8,3.3,1,14.3,17.5,,0.7,1.3,2.1,0.152,,2.7,2,4.7,1.1
2003,Gordan Giricek,SF,25,ORL,7,223,6.9,0.542,0.268,0.196,2.2,9.5,5.9,5.9,0.5,0.4,17.6,15.9,,0,0.1,0,0.005,,-3.3,0.6,-2.7,0
2003,Drew Gooden,PF,21,ORL,7,234,16.7,0.463,0.033,0.4,14.4,30.6,22.6,3.5,0.7,2.2,10.2,24.2,,0.1,0.3,0.4,0.08,,-4.7,-0.1,-4.8,-0.2
2003,Adrian Griffin,SG,28,DAL,15,131,10.6,0.442,0.073,0.049,14.1,22.8,18.4,9.1,1.6,0,17.7,17.5,,0,0.1,0.1,0.025,,-4.4,1.5,-2.8,0
2003,Tom Gugliotta,PF,33,PHO,2,10,12.8,0.512,0,0.5,0,22.2,10.6,0,0,0,0,21.7,,0,0,0,0.15,,-4.6,-5.9,-10.5,0
2003,Marcus Haislip,PF,22,MIL,2,24,22.1,0.644,0,0.667,10.3,9.8,10,14.3,4.4,3.1,11.4,17.2,,0.1,0,0.1,0.21,,2.4,5.6,8,0.1
2003,Richard Hamilton,SG,24,DET,17,659,16.8,0.54,0.089,0.386,3.1,8.8,5.9,16.3,1.1,0.1,13.9,30.1,,0.6,0.6,1.2,0.088,,1,-1.9,-0.9,0.2
2003,Anfernee Hardaway,SG,31,PHO,6,244,13.3,0.488,0.357,0.257,3.8,12.3,7.8,19.3,2.8,1.7,14.3,16.6,,0.1,0.5,0.6,0.116,,1.1,3.3,4.4,0.4
2003,Tim Hardaway,PG,36,IND,4,47,9,0.433,0.667,0,0,4.9,2.4,37.4,1.1,0,16.7,17.6,,0,0,0,-0.018,,-2.2,-4.8,-7,-0.1
2003,Matt Harpring,SF,26,UTA,5,156,14.8,0.536,0.113,0.258,7,14.3,10.6,6.3,1.7,0.5,10.4,22.1,,0.2,-0.1,0.2,0.056,,-2.1,0.6,-1.5,0
2003,Al Harrington,SF,22,IND,6,103,-0.8,0.253,0.121,0.182,7.4,16.7,11.9,8.8,3.1,2.7,21.9,20.4,,-0.5,0.1,-0.4,-0.182,,-10.5,3.6,-6.9,-0.1
2003,Lucious Harris,SG,32,NJN,20,435,10.7,0.49,0.239,0.333,4.9,9,6.9,12.7,1.1,0,12.2,18.8,,0.2,0.6,0.8,0.089,,-0.1,-1.3,-1.3,0.1
2003,Tyrone Hill,PF,34,PHI,10,141,7.7,0.674,0,0.211,10.7,13.5,12.1,2.3,0.4,0.6,22.4,9.1,,0.2,0.1,0.3,0.096,,-1.4,-0.1,-1.5,0
2003,Robert Horry,PF,32,LAL,12,373,8.6,0.342,0.404,0.096,6.7,18.2,12.2,14.4,2.1,2.3,14.8,13.7,,-0.4,0.4,0,0.004,,-3.6,4.1,0.5,0.2
2003,Troy Hudson,PG,26,MIN,6,221,21.9,0.574,0.368,0.358,0.6,5.2,3.1,26.3,1.8,0,11.5,28.3,,0.6,0,0.6,0.125,,3.3,-2.2,1,0.2
2003,Steven Hunter,C,21,ORL,7,40,-2.1,0.265,0,0.3,3,5.9,4.5,4.4,0,6.4,8.1,14.8,,-0.1,0,-0.1,-0.135,,-10.1,2.8,-7.3,-0.1
2003,Allen Iverson*,SG,27,PHI,12,557,23.6,0.499,0.167,0.359,2.5,8.7,5.7,36,2.9,0.2,11,36.7,,1,0.6,1.6,0.14,,4.8,0.4,5.2,1
2003,Bobby Jackson,PG,29,SAC,12,331,20,0.561,0.312,0.254,3.7,14.2,9,19.7,1.8,0.2,10,22.5,,0.9,0.1,1,0.147,,2.6,1.1,3.7,0.5
2003,Jim Jackson,SF,32,SAC,12,296,15.7,0.605,0.286,0.316,6,11.5,8.8,7.4,1.4,0.7,13.2,19,,0.6,0.1,0.7,0.112,,0.9,0.8,1.7,0.3
2003,Marc Jackson,C,28,MIN,6,110,17.5,0.619,0.031,0.594,11.3,21.7,17,11.9,0.9,0.7,18.2,20.3,,0.3,0.1,0.3,0.134,,-0.9,1.1,0.2,0.1
2003,Mark Jackson,PG,37,UTA,5,83,18.3,0.591,0.3,0.033,2.9,4.5,3.7,36.8,1.9,0,11.6,18.5,,0.3,-0.1,0.2,0.112,,2,-2,0,0
2003,Stephen Jackson,SG,24,SAS,24,811,12,0.529,0.433,0.253,2.7,10.3,6.6,14.1,2.1,0.8,19,20.2,,-0.1,1.4,1.3,0.077,,1,0.6,1.6,0.7
2003,Casey Jacobsen,SF,21,PHO,6,39,2.9,0.276,0.5,0.2,2.6,5.7,4.1,8.4,4,0,8.4,13.6,,-0.1,0.1,0,-0.024,,-4.3,2,-2.3,0
2003,Richard Jefferson,SF,22,NJN,20,711,12.9,0.523,0.013,0.368,4.5,16.4,10.3,12.1,1.2,0.5,14.6,20,,0.4,1.1,1.5,0.103,,-0.4,0.6,0.2,0.4
2003,Anthony Johnson,PG,28,NJN,17,122,13.9,0.624,0.194,0.194,2.7,8.8,5.7,27.7,0.9,0,19.2,15.5,,0.2,0.1,0.4,0.151,,1.1,-2.6,-1.5,0
2003,Ervin Johnson,C,35,MIL,6,76,7,0.375,0,0,9.7,28,19,5.6,2.1,5,27.3,6.8,,0,0.1,0.1,0.053,,-6,7.6,1.6,0.1
2003,Joe Johnson,SG,21,PHO,6,164,1,0.301,0.255,0.098,3.7,13.5,8.4,8.5,1.3,1,18.4,17.7,,-0.6,0.3,-0.3,-0.1,,-7.2,1.4,-5.8,-0.2
2003,Shawn Kemp,C,33,ORL,7,72,3.4,0.444,0,0.286,1.7,22.8,12.4,0,0,0,14.5,18.4,,-0.1,0.1,-0.1,-0.043,,-10.6,-3.5,-14.1,-0.2
2003,Steve Kerr,PG,37,SAS,10,46,22.7,0.862,0.545,0.364,2.5,4.6,3.6,23.7,1.1,0,7.3,13.7,,0.3,0.1,0.3,0.331,,8.4,-3.9,4.5,0.1
2003,Jason Kidd*,PG,29,NJN,20,852,19.2,0.514,0.305,0.334,4.7,16.4,10.4,35.4,2.3,0.4,16.8,25,,1.1,1.6,2.6,0.149,,5,1.6,6.6,1.8
2003,Andrei Kirilenko,SF,21,UTA,5,145,17.9,0.541,0.163,0.558,6.7,13.7,10.2,8.3,1.1,5.1,10.1,18.4,,0.3,0,0.3,0.09,,-2.1,3.6,1.5,0.1
2003,Kerry Kittles,SG,28,NJN,20,613,13.4,0.494,0.315,0.21,3.4,9.9,6.6,11.4,2.5,0.7,7.2,17.4,,0.6,1.1,1.7,0.133,,1.6,0.8,2.4,0.7
2003,Toni Kukoc,PF,34,MIL,6,184,22,0.603,0.446,0.308,4,12.2,8.2,20.8,3.7,0.4,13,21.7,,0.5,0.1,0.6,0.157,,4,3.2,7.2,0.4
2003,Raef LaFrentz,C,26,DAL,20,491,12.5,0.484,0.255,0.121,8,11.7,9.8,1.5,1.2,6.7,7.8,16.4,,0.3,0.3,0.6,0.057,,-3.3,3.4,0.1,0.3
2003,Grant Long,PF,36,BOS,8,34,2.4,0.25,0,0,10.3,6.7,8.5,4.6,0,0,20,7,,0,0,0,-0.022,,-6.2,-0.1,-6.3,0
2003,George Lynch,SG,32,NOH,6,163,12.3,0.48,0.429,0.095,7.5,20.3,13.9,10.3,2,2.3,15.5,14.8,,0,0.2,0.2,0.056,,-1.6,3.6,2,0.2
2003,Mark Madsen,PF,27,LAL,12,169,6,0.434,0.032,0.516,9.1,9.9,9.5,10.2,0.9,0.9,17.4,12.1,,0,0.1,0.1,0.019,,-3.7,1.3,-2.4,0
2003,Jamaal Magloire,C,24,NOH,6,188,16.1,0.543,0,0.673,11.1,21.5,16.3,1.8,1.2,2.4,12.4,18,,0.3,0.2,0.5,0.118,,-2.7,0.6,-2.1,0
2003,Karl Malone*,PF,39,UTA,5,191,15,0.48,0.012,0.488,4.4,17.6,10.9,19.9,2.3,0.8,16.4,28.6,,0,0,-0.1,-0.014,,-4.2,2.6,-1.7,0
2003,Danny Manning,PF,36,DET,4,14,3.4,0.333,0.333,0,8.2,17.3,12.7,0,0,5.4,0,10.3,,0,0,0,0.044,,-6.5,-1.3,-7.8,0
2003,Stephon Marbury,PG,25,PHO,6,272,11.2,0.438,0.162,0.243,2.2,7.3,4.7,26.3,1.4,0,13.3,28.4,,-0.3,0.4,0,0.009,,0,-1,-1,0.1
2003,Shawn Marion,SF,24,PHO,6,282,16.2,0.469,0.262,0.243,7.6,19.3,13.2,8.2,2,3.2,9.9,20.8,,0.1,0.6,0.7,0.125,,0.5,3.2,3.7,0.4
2003,Kenyon Martin,PF,25,NJN,20,777,17.4,0.498,0.033,0.347,7.2,20.9,13.8,14.4,2,3.2,13.3,25.5,,0.3,1.7,2.1,0.128,,0.5,2.8,3.3,1
2003,Jamal Mashburn,SF,30,NOH,4,162,20.6,0.524,0.19,0.443,0,10.6,5.3,26.2,1.4,0.5,9.6,30,,0.4,0,0.4,0.121,,1.9,-1.1,0.8,0.1
2003,Anthony Mason,C,36,MIL,6,157,3.1,0.506,0,0.765,3.1,12,7.7,0.9,1,0.5,26,9.2,,-0.1,0,-0.1,-0.032,,-6.4,2.4,-4,-0.1
2003,Desmond Mason,SF,25,MIL,6,204,15.3,0.568,0.073,0.564,3.6,20.8,12.4,4,1.6,1.5,9.3,17.5,,0.3,0.1,0.4,0.103,,-2.7,2.5,-0.2,0.1
2003,Tony Massenburg,C,35,UTA,5,70,13,0.501,0,0.429,12.1,24.9,18.4,5.1,0,4.2,16.7,19.1,,0,0,0,-0.001,,-6.2,1.7,-4.5,0
2003,Walter McCarty,SF,28,BOS,10,352,11.9,0.634,0.693,0.093,3.3,10.6,7,10.9,1.2,1.1,12.3,12,,0.5,0.4,0.9,0.123,,1.6,0.9,2.5,0.4
2003,Tracy McGrady*,SG,23,ORL,7,308,27,0.561,0.285,0.455,3.9,14.1,9.1,26.4,2.5,1.7,11.6,34.9,,0.8,0.3,1.2,0.181,,7.1,2.3,9.3,0.9
2003,Jeff McInnis,PG,28,POR,7,99,8.9,0.378,0.115,0.154,5.9,8.3,7.1,28.7,1.1,0.8,17.8,15.5,,0,0,0,-0.018,,-4,1.5,-2.5,0
2003,Aaron McKie,SF,30,PHI,12,315,12.7,0.603,0.127,0.197,2,14.3,8.4,12.3,1.8,0.6,16.3,14,,0.4,0.3,0.7,0.111,,-0.4,1.7,1.3,0.3
2003,Stanislav Medvedenko,PF,23,LAL,9,73,15.2,0.574,0,0.222,6,22.9,14.1,2.4,0.7,1,9.2,19.9,,0.1,0.1,0.2,0.112,,-3.6,-2,-5.6,-0.1
2003,Ron Mercer,SG,26,IND,6,135,6.1,0.371,0,0.163,1.6,9.4,5.4,10.4,2.4,0.7,8.7,19.6,,-0.2,0.1,-0.2,-0.055,,-6.6,0.7,-5.8,-0.1
2003,Brad Miller,C,26,IND,6,135,16.1,0.523,0,0.55,8.1,19.6,13.7,22.9,2,0,15.3,20,,0.2,0.1,0.3,0.096,,-0.2,1.9,1.7,0.1
2003,Reggie Miller*,SG,37,IND,6,176,7.5,0.436,0.472,0.434,0.6,8.5,4.4,14.9,0.3,0.5,10,18.3,,0,0,0,-0.008,,-2.9,-1.7,-4.5,-0.1
